img,이미지_객체,이미지_색감,색감_비율
https://img.youtube.com/vi/G8MoUQHat_c/maxresdefault.jpg,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']","(12.0, 12.0, 12.0)",50.380951166152954
https://img.youtube.com/vi/G8MoUQHat_c/maxresdefault.jpg,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']","(123.0, 123.0, 123.0)",22.214286029338837
https://img.youtube.com/vi/G8MoUQHat_c/maxresdefault.jpg,"['바지', '시력 관리', '고글', '색안경', '검정색과 흰색', '플래시 사진', '스타일', '안경', '단색화', '흑백 사진']","(86.0, 86.0, 86.0)",9.420634806156158
https://img.youtube.com/vi/Wym_B7-zAJU/maxresdefault.jpg,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']","(24.0, 24.0, 24.0)",39.46031630039215
https://img.youtube.com/vi/Wym_B7-zAJU/maxresdefault.jpg,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']","(50.0, 50.0, 51.0)",12.658730149269104
https://img.youtube.com/vi/Wym_B7-zAJU/maxresdefault.jpg,"['플래시 사진', '속눈썹', '몸짓', '마이크로폰', '스타일', '검정색과 흰색', '음악', '오디오 장비', '악기', '음악가']","(190.0, 189.0, 191.0)",12.309523671865463
https://img.youtube.com/vi/-mC3T_NfkRA/maxresdefault.jpg,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']","(203.0, 192.0, 200.0)",12.611110508441925
https://img.youtube.com/vi/-mC3T_NfkRA/maxresdefault.jpg,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']","(234.0, 225.0, 229.0)",10.134920477867126
https://img.youtube.com/vi/-mC3T_NfkRA/maxresdefault.jpg,"['식물', '플래시 사진', '자연 속의 사람들', '나뭇가지', '자연 경관', '행복하다', '햇빛', '잔디', '대기 현상', '해돋이']","(94.0, 49.0, 35.0)",9.841269999742508
https://img.youtube.com/vi/ao6dUvW2IIY/maxresdefault.jpg,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']","(161.0, 159.0, 162.0)",39.48412835597992
https://img.youtube.com/vi/ao6dUvW2IIY/maxresdefault.jpg,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']","(21.0, 21.0, 21.0)",25.857141613960266
https://img.youtube.com/vi/ao6dUvW2IIY/maxresdefault.jpg,"['플래시 사진', '하늘', '검정색과 흰색', '폰트', '유아', '행복하다', '흑백 사진', '여행하다', '단색화', '트러스교']","(55.0, 54.0, 55.0)",12.182539701461792
https://img.youtube.com/vi/WMphOyAoHb0/maxresdefault.jpg,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']","(56.0, 56.0, 57.0)",28.436508774757385
https://img.youtube.com/vi/WMphOyAoHb0/maxresdefault.jpg,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']","(202.0, 200.0, 203.0)",17.75396764278412
https://img.youtube.com/vi/WMphOyAoHb0/maxresdefault.jpg,"['후드', '자동차 타이어', '자동차 조명', '검은색', '자동차', '자동차 디자인', '헤드램프', '자동차 외장', '자동차 휠 시스템', '가장자리']","(85.0, 84.0, 85.0)",15.999999642372131
https://img.youtube.com/vi/h6sax8BcBHc/maxresdefault.jpg,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']","(227.0, 226.0, 227.0)",25.333333015441895
https://img.youtube.com/vi/h6sax8BcBHc/maxresdefault.jpg,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']","(126.0, 124.0, 126.0)",21.833333373069763
https://img.youtube.com/vi/h6sax8BcBHc/maxresdefault.jpg,"['의류', '인간', '구름', '드레스', '플래시 사진', '패션', '서 있는', '하늘', '자동차 디자인', '몸짓']","(84.0, 83.0, 84.0)",19.44444477558136
https://img.youtube.com/vi/MYKHv1PEXWI/maxresdefault.jpg,"['하늘', '물', '식물', '생태지역', '자연 경관', '초목', '육상 식물', '나무', '구름', '잔디']","(79.0, 134.0, 71.0)",25.936508178710938
https://img.youtube.com/vi/MYKHv1PEXWI/maxresdefault.jpg,"['하늘', '물', '식물', '생태지역', '자연 경관', '초목', '육상 식물', '나무', '구름', '잔디']","(19.0, 95.0, 115.0)",11.642856895923615
https://img.youtube.com/vi/MYKHv1PEXWI/maxresdefault.jpg,"['하늘', '물', '식물', '생태지역', '자연 경관', '초목', '육상 식물', '나무', '구름', '잔디']","(39.0, 124.0, 148.0)",2.611111104488373
https://img.youtube.com/vi/DWDrW9iYU18/maxresdefault.jpg,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']","(121.0, 119.0, 122.0)",53.58729958534241
https://img.youtube.com/vi/DWDrW9iYU18/maxresdefault.jpg,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']","(91.0, 90.0, 92.0)",23.055554926395416
https://img.youtube.com/vi/DWDrW9iYU18/maxresdefault.jpg,"['하늘', '플래시 사진', '행복하다', '여행하다', '흑발', '풍경', '폰트', '수평선', '흑백 사진', '좌석']","(144.0, 142.0, 145.0)",9.89682525396347
https://img.youtube.com/vi/PS5-PLysolg/maxresdefault.jpg,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']","(24.0, 24.0, 19.0)",73.18254113197327
https://img.youtube.com/vi/PS5-PLysolg/maxresdefault.jpg,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']","(197.0, 191.0, 182.0)",7.634920626878738
https://img.youtube.com/vi/PS5-PLysolg/maxresdefault.jpg,"['손', '팔', '플래시 사진', '소매', '몸짓', '스타일', '팔꿈치', '검정색과 흰색', '공연 예술', '오락']","(53.0, 52.0, 47.0)",4.777777940034866
https://img.youtube.com/vi/nmrf7K-_9mA/maxresdefault.jpg,"['식물', '나무', '자연 경관', '고지', '자연 속의 사람들', '잔디', '폰트', '육상 식물', '목초지', '풍경']","(15.0, 22.0, 13.0)",19.14285719394684
https://img.youtube.com/vi/nmrf7K-_9mA/maxresdefault.jpg,"['식물', '나무', '자연 경관', '고지', '자연 속의 사람들', '잔디', '폰트', '육상 식물', '목초지', '풍경']","(100.0, 120.0, 55.0)",8.404761552810669
https://img.youtube.com/vi/nmrf7K-_9mA/maxresdefault.jpg,"['식물', '나무', '자연 경관', '고지', '자연 속의 사람들', '잔디', '폰트', '육상 식물', '목초지', '풍경']","(150.0, 164.0, 92.0)",7.015872746706009
https://img.youtube.com/vi/04KO-MwOLWM/maxresdefault.jpg,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']","(11.0, 15.0, 18.0)",36.12698316574097
https://img.youtube.com/vi/04KO-MwOLWM/maxresdefault.jpg,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']","(208.0, 199.0, 201.0)",15.595237910747528
https://img.youtube.com/vi/04KO-MwOLWM/maxresdefault.jpg,"['물', '플래시 사진', '자연 속의 사람들', '행복하다', '검정색과 흰색', '스타일', '물줄기', '여가', '바람파', '흑발']","(236.0, 226.0, 227.0)",14.499999582767487
https://img.youtube.com/vi/2xhhRNE7gI4/maxresdefault.jpg,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']","(24.0, 24.0, 24.0)",58.53174328804016
https://img.youtube.com/vi/2xhhRNE7gI4/maxresdefault.jpg,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']","(47.0, 47.0, 48.0)",9.293650835752487
https://img.youtube.com/vi/2xhhRNE7gI4/maxresdefault.jpg,"['청바지', '플래시 사진', '몸짓', '스타일', '검정색과 흰색', '티셔츠', '폰트', '단색화', '흑백 사진', '이벤트']","(155.0, 154.0, 156.0)",7.91269838809967
https://img.youtube.com/vi/5lQSo2rWb8c/maxresdefault.jpg,"['거울', '하늘', '자동차 사이드미러', '차량', '자동차 거울', '자동차', '자동차', '물', '자동차 조명', '백미러']","(205.0, 194.0, 208.0)",25.436508655548096
https://img.youtube.com/vi/5lQSo2rWb8c/maxresdefault.jpg,"['거울', '하늘', '자동차 사이드미러', '차량', '자동차 거울', '자동차', '자동차', '물', '자동차 조명', '백미러']","(34.0, 24.0, 29.0)",14.571428298950195
https://img.youtube.com/vi/5lQSo2rWb8c/maxresdefault.jpg,"['거울', '하늘', '자동차 사이드미러', '차량', '자동차 거울', '자동차', '자동차', '물', '자동차 조명', '백미러']","(57.0, 47.0, 48.0)",11.571428924798965
