,Unnamed: 0,이미지,제목,가수,곡명,이미지색감,색감비율
31690,31690,img.youtube.com/vi/tqfNB2BZsc0/maxresdefault.jpg,주인장이 최애하는 진짜 좋은 팝송 리스트 # 7,New Hope Club,Permission  ,"[148, 139, 143]",34.936197916666664
31693,31693,img.youtube.com/vi/tqfNB2BZsc0/maxresdefault.jpg,주인장이 최애하는 진짜 좋은 팝송 리스트 # 7,Justin Bieber,Lifetime  ,"[148, 139, 143]",34.93511284722222
31696,31696,img.youtube.com/vi/tqfNB2BZsc0/maxresdefault.jpg,주인장이 최애하는 진짜 좋은 팝송 리스트 # 7,Why Don't We,Stay  ,"[148, 139, 143]",34.94021267361111
31699,31699,img.youtube.com/vi/tqfNB2BZsc0/maxresdefault.jpg,주인장이 최애하는 진짜 좋은 팝송 리스트 # 7,AJ Mitchell,Hi-Lo  ,"[148, 139, 143]",34.94476996527778
31702,31702,img.youtube.com/vi/tqfNB2BZsc0/maxresdefault.jpg,주인장이 최애하는 진짜 좋은 팝송 리스트 # 7,Jake Miller,WHAT IF YOU FELL IN LOVE?  ,"[148, 139, 143]",34.93565538194445
31705,31705,img.youtube.com/vi/tqfNB2BZsc0/maxresdefault.jpg,주인장이 최애하는 진짜 좋은 팝송 리스트 # 7,Mina Okabe,Walk Away  ,"[148, 139, 143]",34.93511284722222
31708,31708,img.youtube.com/vi/tqfNB2BZsc0/maxresdefault.jpg,주인장이 최애하는 진짜 좋은 팝송 리스트 # 7,"Skrillex, Justin Bieber, Don Toliver",Don't Go  ,"[148, 139, 143]",34.93511284722222
31711,31711,img.youtube.com/vi/tqfNB2BZsc0/maxresdefault.jpg,주인장이 최애하는 진짜 좋은 팝송 리스트 # 7,Dan + Shay,You,"[148, 139, 143]",34.93511284722222
31714,31714,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,SUMMER CAKE,Love Villain ,"[225, 217, 212]",31.97341579861111
31717,31717,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,Ericka Jane,Better Off ,"[225, 217, 212]",31.97341579861111
31720,31720,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,Why Don't We,Love Back ,"[225, 217, 212]",31.97254774305556
31723,31723,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,"Clean Bandit, Topic",Drive ,"[225, 217, 212]",31.97341579861111
31726,31726,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,AVIV,Black Coffee ,"[225, 217, 212]",31.97254774305556
31729,31729,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,Brdgs,All My Friends,"[225, 217, 212]",31.97515190972222
31732,31732,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,Megan Lee,"Me, Myself And I","[225, 217, 212]",31.97254774305556
31735,31735,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,Jake Miller,NOBODY ELSE,"[225, 217, 212]",31.97341579861111
31738,31738,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,L Devine,Girls Like Sex ,"[225, 217, 212]",31.97254774305556
31741,31741,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,"Nieman, Ryan Mitchell Grey",Shade,"[225, 217, 212]",31.97341579861111
31744,31744,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,Glowie,I'm Good ,"[225, 217, 212]",31.97254774305556
31747,31747,img.youtube.com/vi/qf4A27Oj6gk/maxresdefault.jpg,그냥 지나칠 수 없는 상큼하고 산뜻한 팝송,Carlie Hanson,Toxins,"[225, 217, 212]",31.976453993055557
31750,31750,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,나도 모르게,"[158, 158, 157]",22.22504340277778
31753,31753,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,미소,"[159, 158, 157]",22.05078125
31756,31756,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,Be honest,"[158, 158, 157]",22.22504340277778
31759,31759,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,Misunderstood,"[157, 156, 156]",21.82183159722222
31762,31762,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,습관,"[156, 155, 155]",21.45095486111111
31765,31765,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,Stay with me,"[156, 155, 155]",21.45095486111111
31768,31768,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,I Wanna Be Loved,"[160, 159, 159]",22.46017795138889
31771,31771,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,Lonely paradise,"[158, 157, 156]",21.66265190972222
31774,31774,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,어제의 나,"[156, 155, 155]",21.45095486111111
31777,31777,img.youtube.com/vi/rGk0RqGFAzI/maxresdefault.jpg,"𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 오늘의 추천 아티스트 ""연수 "" / 국내음악",연수,Wake me up,"[156, 155, 155]",21.281901041666668
31780,31780,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,━━━━━━━━●─── hyunghae,Loved you in a different way,"[213, 173, 190]",11.53049045138889
31783,31783,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,RAUDI,When We Love,"[213, 173, 190]",11.51388888888889
31786,31786,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,Paul Blanco,Winter ,"[213, 173, 190]",11.51388888888889
31789,31789,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,수연이,I'm fine,"[213, 173, 190]",11.51388888888889
31792,31792,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,Jimmy Brown,Take Me Away,"[213, 173, 190]",11.51388888888889
31795,31795,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,Leellamarz,흑백영화 ,"[213, 173, 190]",11.51388888888889
31798,31798,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,"Jimmy Brown, Sweet The Kid",i wish,"[213, 173, 190]",11.51388888888889
31801,31801,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,GEMINI,Slo-mo,"[213, 173, 190]",11.522135416666666
31804,31804,img.youtube.com/vi/weDJ3WDB4nY/maxresdefault.jpg,𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕 새벽에 더 생각나는 국내음악&힙합,dosii,lovememore,"[213, 173, 190]",11.51388888888889
31807,31807,img.youtube.com/vi/Ot7VPP-xli8/maxresdefault.jpg,음색에 반하고 노래에 반하고 #여자가수팝송,jane the boy,electric  ,"[162, 138, 178]",25.91688368055556
31810,31810,img.youtube.com/vi/Ot7VPP-xli8/maxresdefault.jpg,음색에 반하고 노래에 반하고 #여자가수팝송,Mina Okabe,Walk Away ,"[162, 138, 178]",25.91688368055556
31813,31813,img.youtube.com/vi/Ot7VPP-xli8/maxresdefault.jpg,음색에 반하고 노래에 반하고 #여자가수팝송,Aria Ohlsson,Love On The Weekend  ,"[162, 138, 178]",25.91688368055556
31816,31816,img.youtube.com/vi/Ot7VPP-xli8/maxresdefault.jpg,음색에 반하고 노래에 반하고 #여자가수팝송,Ericka Jane,Better Off  ,"[162, 138, 178]",25.91688368055556
31819,31819,img.youtube.com/vi/Ot7VPP-xli8/maxresdefault.jpg,음색에 반하고 노래에 반하고 #여자가수팝송,Awa,F**kin' Love Songs  ,"[162, 138, 178]",25.91688368055556
31822,31822,img.youtube.com/vi/Ot7VPP-xli8/maxresdefault.jpg,음색에 반하고 노래에 반하고 #여자가수팝송,somegirlnamedanna,monday ,"[162, 138, 178]",25.91688368055556
31825,31825,img.youtube.com/vi/Ot7VPP-xli8/maxresdefault.jpg,음색에 반하고 노래에 반하고 #여자가수팝송,Glowie,I'm Good,"[162, 138, 178]",25.91688368055556
31828,31828,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Justin Bieber,Lifetime  ,"[100, 120, 122]",32.92567274305556
31831,31831,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Lauv,Never Not  ,"[100, 120, 123]",33.00965711805556
31834,31834,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Jeremy Zucker,Cry with you  ,"[100, 120, 122]",32.92643229166667
31837,31837,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Chris James,Don't Forget About Me,"[100, 120, 123]",33.00965711805556
31840,31840,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Blake Rose,Gone  ,"[100, 120, 122]",32.92643229166667
31843,31843,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Billie Eilish,come out and play  ,"[100, 120, 122]",32.91297743055556
31846,31846,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Rosie Darling,Coping,"[100, 120, 122]",32.92632378472222
31849,31849,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Rhys Lewis,This Time Of Year,"[100, 120, 122]",32.92567274305556
31852,31852,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,James Smith,Rely On Me  ,"[100, 120, 122]",32.92567274305556
31855,31855,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Ed Sheeran,Visiting Hours,"[100, 120, 122]",32.92567274305556
31858,31858,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Harry Styles,Falling  ,"[100, 120, 122]",32.92567274305556
31861,31861,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Ruel,Don't Cry,"[100, 120, 122]",32.9248046875
31864,31864,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Adam Turley,17,"[100, 120, 122]",32.92632378472222
31867,31867,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Tahiti 80,Open Book,"[100, 120, 122]",32.92567274305556
31870,31870,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Anson Seabra,Walked Through Hell ,"[100, 120, 122]",32.92567274305556
31873,31873,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Jeff Bernat,Ms. Seductive  ,"[100, 120, 122]",32.92567274305556
31876,31876,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Finding Hope,Valentine's Day,"[100, 120, 122]",32.976779513888886
31879,31879,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,"Jesse Barrera, Jeremy Passion",Constant  ,"[100, 120, 122]",32.92632378472222
31882,31882,img.youtube.com/vi/gmMpRhpDgtw/maxresdefault.jpg,해가 지는 시간에는 그 날을 추억해,Alec Benjamin,Mind Is A Prison,"[100, 120, 122]",32.9560546875
31885,31885,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,카이,음,"[8, 13, 30]",21.362413194444443
31888,31888,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,GEMINI,MIA   ,"[8, 13, 30]",21.3525390625
31891,31891,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,"박재범, 28AV, GEMINI, pH-1",Champagne Diet  ,"[8, 13, 30]",21.3603515625
31894,31894,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,오웰무드,Runaway  ,"[8, 13, 30]",21.3525390625
31897,31897,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,미란이,티키타  ,"[8, 13, 30]",21.35297309027778
31900,31900,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,Jimmy Brown,다리 사이 ,"[8, 13, 30]",21.35394965277778
31903,31903,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,Jimmy Brown,Dance ,"[8, 13, 30]",21.35177951388889
31906,31906,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,트웰브,Blueline ,"[8, 13, 30]",21.35232204861111
31909,31909,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,트웰브,ALL IN,"[8, 13, 30]",21.36067708333333
31912,31912,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,Seori,Dive with you  ,"[8, 13, 30]",21.3525390625
31915,31915,img.youtube.com/vi/X59qKSQhaXE/maxresdefault.jpg,네 맘을 전부 빼앗고 싶어져 / 국힙  / NO:ZE,니화,XYZ,"[8, 13, 30]",21.35232204861111
31918,31918,img.youtube.com/vi/KiSY75nvupk/maxresdefault.jpg,편안한 비트에 감성 한 스푼 국내힙합,이영지,HATE ME  ,"[149, 41, 37]",24.878038194444443
31921,31921,img.youtube.com/vi/KiSY75nvupk/maxresdefault.jpg,편안한 비트에 감성 한 스푼 국내힙합,Jimmy Brown,Dance,"[149, 41, 37]",24.878038194444443
31924,31924,img.youtube.com/vi/KiSY75nvupk/maxresdefault.jpg,편안한 비트에 감성 한 스푼 국내힙합,GEMINI,UFO ,"[149, 41, 37]",24.878038194444443
31927,31927,img.youtube.com/vi/KiSY75nvupk/maxresdefault.jpg,편안한 비트에 감성 한 스푼 국내힙합,GEMINI,MIA ,"[149, 41, 37]",24.878038194444443
31930,31930,img.youtube.com/vi/KiSY75nvupk/maxresdefault.jpg,편안한 비트에 감성 한 스푼 국내힙합,SIM2,다시 ,"[149, 41, 37]",24.86762152777778
31933,31933,img.youtube.com/vi/KiSY75nvupk/maxresdefault.jpg,편안한 비트에 감성 한 스푼 국내힙합,박재범,Yummy,"[149, 41, 37]",24.878038194444443
31936,31936,img.youtube.com/vi/gWjCaNy1pCo/maxresdefault.jpg,팝송인 줄 았었는데! 국내 뮤지션의 핫트랙,━━━━━━━━●───Elevator pitch,All Day,"[85, 80, 234]",31.13617621527778
31939,31939,img.youtube.com/vi/gWjCaNy1pCo/maxresdefault.jpg,팝송인 줄 았었는데! 국내 뮤지션의 핫트랙,"88rising, BIBI",The Weekend,"[85, 80, 234]",31.138020833333336
31942,31942,img.youtube.com/vi/gWjCaNy1pCo/maxresdefault.jpg,팝송인 줄 았었는데! 국내 뮤지션의 핫트랙,DPR IAN,Nerves,"[85, 80, 234]",31.13758680555556
31945,31945,img.youtube.com/vi/gWjCaNy1pCo/maxresdefault.jpg,팝송인 줄 았었는데! 국내 뮤지션의 핫트랙,뎁트,Winter ,"[85, 80, 234]",31.13758680555556
31948,31948,img.youtube.com/vi/gWjCaNy1pCo/maxresdefault.jpg,팝송인 줄 았었는데! 국내 뮤지션의 핫트랙,SOMDEF,Sometimes ,"[85, 80, 234]",31.13595920138889
31951,31951,img.youtube.com/vi/gWjCaNy1pCo/maxresdefault.jpg,팝송인 줄 았었는데! 국내 뮤지션의 핫트랙,Uzuhan,Same Things Anymore,"[85, 80, 234]",31.13617621527778
31954,31954,img.youtube.com/vi/gWjCaNy1pCo/maxresdefault.jpg,팝송인 줄 았었는데! 국내 뮤지션의 핫트랙,NPR IAN,No Blueberries ,"[85, 80, 234]",31.13758680555556
31957,31957,img.youtube.com/vi/gWjCaNy1pCo/maxresdefault.jpg,팝송인 줄 았었는데! 국내 뮤지션의 핫트랙,SUMMER,California Love,"[85, 80, 234]",31.13617621527778
31960,31960,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,고래,구두   ,"[11, 16, 23]",27.06271701388889
31963,31963,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,화사,I'm a 빛 ,"[11, 16, 23]",27.055447048611107
31966,31966,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,뎁트,Happy Ending,"[10, 16, 23]",26.913736979166668
31969,31969,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,GEMINI,Broken Love  ,"[10, 16, 23]",26.913736979166668
31972,31972,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,hyunghae,Loved you in a different way ,"[10, 16, 23]",26.913736979166668
31975,31975,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,GEMINI,Naked  ,"[10, 16, 23]",26.913736979166668
31978,31978,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,"88rising, BIBI",The Weekend ,"[10, 16, 23]",26.913736979166668
31981,31981,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,헨리,HANDS UP ,"[10, 16, 23]",26.913736979166668
31984,31984,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,dp888,Real Love,"[11, 16, 23]",27.055447048611107
31987,31987,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,"Jimmy Brown, Sweet The Kid",tonight,"[10, 16, 23]",26.913736979166668
31990,31990,img.youtube.com/vi/P9XIDZgRwv8/maxresdefault.jpg,음색에 한번 비트에 두번 감성에 세번 취하는 국힙,트웰브,"다시, 너에게","[11, 16, 23]",27.055447048611107
31993,31993,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,행성,꽃봉오리,"[109, 121, 135]",31.910373263888893
31996,31996,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,Dine On,선명 해지는 밤,"[109, 121, 135]",31.910047743055557
31999,31999,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,PL,네가 생각나  ,"[109, 121, 135]",31.908528645833336
32002,32002,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,재규어 중사,쥐 ,"[109, 121, 135]",31.910047743055557
32005,32005,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,Jimmy Brown,생각나,"[109, 121, 135]",31.910047743055557
32008,32008,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,로꼬,이대로만   ,"[109, 121, 135]",31.87554253472222
32011,32011,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,PL,ROSEMARY,"[109, 121, 135]",31.910047743055557
32014,32014,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,Sik-K,랑데뷰  ,"[109, 121, 135]",31.89767795138889
32017,32017,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,Sweet The Kid,난 너를보면 ,"[109, 121, 135]",31.910047743055557
32020,32020,img.youtube.com/vi/vAsc_t8Kb7M/maxresdefault.jpg,따슷한 봄 에 피크닉 하면서 듣고 싶은 국내힙합,프라이머리,상상해,"[109, 121, 135]",31.910047743055557
32023,32023,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,KnockLoud,"As you are , GORAE)","[125, 149, 173]",40.729817708333336
32026,32026,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,GEMINI,Making Love ,"[125, 149, 173]",40.729817708333336
32029,32029,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,MALITABU,35,"[125, 149, 173]",40.729817708333336
32032,32032,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,Sweet The Kid,vacation,"[125, 149, 173]",40.7158203125
32035,32035,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,PL,CAMOUFLAGE,"[125, 149, 173]",40.729817708333336
32038,32038,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,MELOH,Play with Me ,"[125, 149, 173]",40.729817708333336
32041,32041,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,XAXA,Leave or Love ,"[125, 149, 173]",40.729817708333336
32044,32044,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,WH3N,부르고 싶은 노래가 있어,"[125, 149, 173]",40.729817708333336
32047,32047,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,GEMINI,Slo-mo,"[125, 149, 173]",40.7158203125
32050,32050,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,MALITABU,3+5 ,"[125, 149, 173]",40.729817708333336
32053,32053,img.youtube.com/vi/MMFwa_YMr74/maxresdefault.jpg,지금 너와 이 노래를 듣고싶어 #국내힙합 & 음악,SUMMER,California Love,"[125, 149, 173]",40.729817708333336
32056,32056,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,Mina Okabe,Walk Away  ,"[134, 134, 134]",16.962962962962962
32059,32059,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,AJ Mitchell,Lovers On The Moon,"[134, 134, 134]",16.962962962962962
32062,32062,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,"Neiked, Mae Muller, Polo G",Better Days  ,"[134, 134, 134]",16.962962962962962
32065,32065,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,AVIV,Black Coffee  ,"[134, 134, 134]",16.962962962962962
32068,32068,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,Mina Okabe,Every Second  ,"[134, 134, 134]",16.962962962962962
32071,32071,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,Lennon Stella,Summer Feelings   ,"[134, 134, 134]",16.962962962962962
32074,32074,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,Liam Payne,Sunshine,"[134, 134, 134]",16.962962962962962
32077,32077,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,Chris James,4AM Magic  ,"[134, 134, 134]",16.962962962962962
32080,32080,img.youtube.com/vi/GBMJHfTjkdw/maxresdefault.jpg,우리의 ☃️겨울은 따슷 할 거야 ㅣ 팝송모음❄️,Peder Elias,Hide and Seek,"[134, 134, 134]",16.962962962962962
